ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-23,2504.111025420712,-112.33173200927367,2347.0372057877494,2504.111025420712,2504.111025420712,-1368.1751458490112,-1368.1751458490112,-1368.1751458490112,-265.4047198586383,-265.4047198586383,-265.4047198586383,-1102.7704259903726,-1102.7704259903726,-1102.7704259903726,0.0,0.0,0.0,1135.9358795717008
2011-01-24,2509.273640569835,-1.3278654678963788,2440.6759197931037,2509.273640569835,2509.273640569835,-1256.0992327468546,-1256.0992327468546,-1256.0992327468546,-151.3953567998523,-151.3953567998523,-151.3953567998523,-1104.7038759470022,-1104.7038759470022,-1104.7038759470022,0.0,0.0,0.0,1253.1744078229806
2011-01-25,2514.436256209718,218.6255977331098,2681.7971964608723,2514.436256209718,2514.436256209718,-1099.2529575553292,-1099.2529575553292,-1099.2529575553292,11.704112916427054,11.704112916427054,11.704112916427054,-1110.9570704717564,-1110.9570704717564,-1110.9570704717564,0.0,0.0,0.0,1415.1832986543889
2011-01-26,2519.5988718496,196.54357029733285,2537.5927411567263,2519.5988718496,2519.5988718496,-1087.5090684593342,-1087.5090684593342,-1087.5090684593342,33.13835433030537,33.13835433030537,33.13835433030537,-1120.6474227896394,-1120.6474227896394,-1120.6474227896394,0.0,0.0,0.0,1432.0898033902658
2011-01-27,2524.761487489483,309.5685661360262,2836.54214625634,2524.761487489483,2524.761487489483,-984.6256107032393,-984.6256107032393,-984.6256107032393,148.25616968242807,148.25616968242807,148.25616968242807,-1132.8817803856673,-1132.8817803856673,-1132.8817803856673,0.0,0.0,0.0,1540.1358767862437
2011-01-28,2529.9241031293654,218.78115793714844,2784.3891831575384,2529.9241031293654,2529.9241031293654,-984.6001531713034,-984.6001531713034,-984.6001531713034,162.1810532877464,162.1810532877464,162.1810532877464,-1146.7812064590498,-1146.7812064590498,-1146.7812064590498,0.0,0.0,0.0,1545.323949958062
2011-01-29,2535.086718769248,196.6664734691744,2665.292887160916,2535.086718769248,2535.086718769248,-1099.983646535206,-1099.983646535206,-1099.983646535206,61.52038644033557,61.52038644033557,61.52038644033557,-1161.5040329755416,-1161.5040329755416,-1161.5040329755416,0.0,0.0,0.0,1435.103072234042
2011-01-30,2540.2493344091304,-80.97464851773142,2267.4575574902615,2540.2493344091304,2540.2493344091304,-1441.6712991650836,-1441.6712991650836,-1441.6712991650836,-265.40471985862314,-265.40471985862314,-265.40471985862314,-1176.2665793064605,-1176.2665793064605,-1176.2665793064605,0.0,0.0,0.0,1098.5780352440468
2011-01-31,2545.4119500490133,-236.98189163444314,2477.997810012987,2545.4119500490133,2545.4119500490133,-1341.756372676059,-1341.756372676059,-1341.756372676059,-151.39535679950015,-151.39535679950015,-151.39535679950015,-1190.3610158765591,-1190.3610158765591,-1190.3610158765591,0.0,0.0,0.0,1203.6555773729542
2011-02-01,2550.5745656888953,116.66828745675632,2576.746155456218,2550.5745656888953,2550.5745656888953,-1191.4658382778823,-1191.4658382778823,-1191.4658382778823,11.704112916577827,11.704112916577827,11.704112916577827,-1203.16995119446,-1203.16995119446,-1203.16995119446,0.0,0.0,0.0,1359.108727411013
2011-02-02,2555.737181328778,101.65590767196979,2593.957288732287,2555.737181328778,2555.737181328778,-1181.0390756651846,-1181.0390756651846,-1181.0390756651846,33.13835433024952,33.13835433024952,33.13835433024952,-1214.177429995434,-1214.177429995434,-1214.177429995434,0.0,0.0,0.0,1374.6981056635937
2011-02-03,2560.8997969686607,216.56613092110857,2691.64736002253,2560.8997969686607,2560.8997969686607,-1074.7199769249455,-1074.7199769249455,-1074.7199769249455,148.2561696827028,148.2561696827028,148.2561696827028,-1222.9761466076482,-1222.9761466076482,-1222.9761466076482,0.0,0.0,0.0,1486.1798200437152
2011-02-04,2566.062412608543,319.55361244571134,2650.056222666523,2566.062412608543,2566.062412608543,-1067.089744226057,-1067.089744226057,-1067.089744226057,162.1810532876806,162.1810532876806,162.1810532876806,-1229.2707975137375,-1229.2707975137375,-1229.2707975137375,0.0,0.0,0.0,1498.972668382486
2011-02-05,2571.2250282484256,155.57233051692964,2625.639795164707,2571.2250282484256,2571.2250282484256,-1171.3572303771311,-1171.3572303771311,-1171.3572303771311,61.52038644076949,61.52038644076949,61.52038644076949,-1232.8776168179006,-1232.8776168179006,-1232.8776168179006,0.0,0.0,0.0,1399.8677978712944
2011-02-06,2576.387643888308,-140.9287651738782,2315.3076979135703,2576.387643888308,2576.387643888308,-1499.124974249405,-1499.124974249405,-1499.124974249405,-265.40471985867026,-265.40471985867026,-265.40471985867026,-1233.7202543907347,-1233.7202543907347,-1233.7202543907347,0.0,0.0,0.0,1077.262669638903
2011-02-07,2581.550259528191,11.615208489690488,2411.187574364192,2581.550259528191,2581.550259528191,-1383.2176222398655,-1383.2176222398655,-1383.2176222398655,-151.39535679941582,-151.39535679941582,-151.39535679941582,-1231.8222654404497,-1231.8222654404497,-1231.8222654404497,0.0,0.0,0.0,1198.3326372883255
2011-02-08,2586.712875168073,175.47847190178854,2671.18539543527,2586.712875168073,2586.712875168073,-1215.5924660812336,-1215.5924660812336,-1215.5924660812336,11.704112916426704,11.704112916426704,11.704112916426704,-1227.2965789976606,-1227.2965789976606,-1227.2965789976606,0.0,0.0,0.0,1371.1204090868393
2011-02-09,2591.875490807956,55.9271445781169,2661.309101529975,2591.875490807956,2591.875490807956,-1187.1940441603178,-1187.1940441603178,-1187.1940441603178,33.13835433019372,33.13835433019372,33.13835433019372,-1220.3323984905117,-1220.3323984905117,-1220.3323984905117,0.0,0.0,0.0,1404.681446647638
2011-02-10,2597.0381064478383,348.3189275553907,2831.772500128568,2597.0381064478383,2597.0381064478383,-1062.9238881402262,-1062.9238881402262,-1062.9238881402262,148.25616968258623,148.25616968258623,148.25616968258623,-1211.1800578228124,-1211.1800578228124,-1211.1800578228124,0.0,0.0,0.0,1534.1142183076122
2011-02-11,2602.200722087721,246.76818232909469,2802.4032201770456,2602.200722087721,2602.200722087721,-1037.9533559670842,-1037.9533559670842,-1037.9533559670842,162.18105328772367,162.18105328772367,162.18105328772367,-1200.134409254808,-1200.134409254808,-1200.134409254808,0.0,0.0,0.0,1564.2473661206366
2011-02-12,2607.3633377276033,294.45718700240843,2721.224092608166,2607.3633377276033,2607.3633377276033,-1125.9969671103872,-1125.9969671103872,-1125.9969671103872,61.52038644053438,61.52038644053438,61.52038644053438,-1187.5173535509214,-1187.5173535509214,-1187.5173535509214,0.0,0.0,0.0,1481.366370617216
2011-02-13,2612.525953367486,28.737426506905294,2393.610239405973,2612.525953367486,2612.525953367486,-1439.0648573623998,-1439.0648573623998,-1439.0648573623998,-265.4047198587173,-265.4047198587173,-265.4047198587173,-1173.6601375036826,-1173.6601375036826,-1173.6601375036826,0.0,0.0,0.0,1173.4610960050863
2011-02-14,2617.6885690073686,83.15592480893531,2503.174633482001,2617.6885690073686,2617.6885690073686,-1310.281395677403,-1310.281395677403,-1310.281395677403,-151.39535679933152,-151.39535679933152,-151.39535679933152,-1158.8860388780715,-1158.8860388780715,-1158.8860388780715,0.0,0.0,0.0,1307.4071733299656
2011-02-15,2622.851184647251,279.8886693612048,2655.4066901518786,2622.851184647251,2622.851184647251,-1131.7899215162795,-1131.7899215162795,-1131.7899215162795,11.704112916653422,11.704112916653422,11.704112916653422,-1143.494034432933,-1143.494034432933,-1143.494034432933,0.0,0.0,0.0,1491.0612631309716
2011-02-16,2628.0138002871336,375.56931986709975,2703.622691199126,2628.0138002871336,2628.0138002871336,-1094.6056496117594,-1094.6056496117594,-1094.6056496117594,33.138354330394634,33.138354330394634,33.138354330394634,-1127.744003942154,-1127.744003942154,-1127.744003942154,0.0,0.0,0.0,1533.4081506753741
2011-02-17,2633.176415927016,468.8537488740098,2789.9689043892326,2633.176415927016,2633.176415927016,-963.5877938885167,-963.5877938885167,-963.5877938885167,148.25616968252697,148.25616968252697,148.25616968252697,-1111.8439635710436,-1111.8439635710436,-1111.8439635710436,0.0,0.0,0.0,1669.5886220384994
2011-02-18,2638.3390315141514,374.20980046423404,2877.3615139455082,2638.3390315141514,2638.3390315141514,-933.7586942862109,-933.7586942862109,-933.7586942862109,162.18105328769025,162.18105328769025,162.18105328769025,-1095.9397475739013,-1095.9397475739013,-1095.9397475739013,0.0,0.0,0.0,1704.5803372279406
2011-02-19,2643.5016471012864,403.17334797966225,2886.008730033579,2643.5016471012864,2643.5016471012864,-1018.5870840700093,-1018.5870840700093,-1018.5870840700093,61.52038644035717,61.52038644035717,61.52038644035717,-1080.1074705103665,-1080.1074705103665,-1080.1074705103665,0.0,0.0,0.0,1624.914563031277
2011-02-20,2648.664262688421,79.62511010274086,2416.5400043489813,2648.664262688421,2648.664262688421,-1329.7537256790781,-1329.7537256790781,-1329.7537256790781,-265.4047198582783,-265.4047198582783,-265.4047198582783,-1064.3490058208001,-1064.3490058208001,-1064.3490058208001,0.0,0.0,0.0,1318.9105370093428
2011-02-21,2653.826878275556,130.03540643512056,2604.968653206772,2653.826878275556,2653.826878275556,-1199.9859705148529,-1199.9859705148529,-1199.9859705148529,-151.39535679964726,-151.39535679964726,-151.39535679964726,-1048.5906137152056,-1048.5906137152056,-1048.5906137152056,0.0,0.0,0.0,1453.840907760703
2011-02-22,2658.989493862691,364.4808373115761,2896.46479964483,2658.989493862691,2658.989493862691,-1020.9806322449942,-1020.9806322449942,-1020.9806322449942,11.704112916502305,11.704112916502305,11.704112916502305,-1032.6847451614965,-1032.6847451614965,-1032.6847451614965,0.0,0.0,0.0,1638.0088616176965
2011-02-23,2664.1521094498253,429.881216308161,2888.6376571957735,2664.1521094498253,2664.1521094498253,-983.2765882710237,-983.2765882710237,-983.2765882710237,33.1383543303388,33.1383543303388,33.1383543303388,-1016.4149426013624,-1016.4149426013624,-1016.4149426013624,0.0,0.0,0.0,1680.8755211788016
2011-02-24,2669.31472503696,526.621776416691,3002.06378850082,2669.31472503696,2669.31472503696,-851.2474855003736,-851.2474855003736,-851.2474855003736,148.25616968246774,148.25616968246774,148.25616968246774,-999.5036551828414,-999.5036551828414,-999.5036551828414,0.0,0.0,0.0,1818.0672395365866
2011-02-25,2674.477340624095,563.2497237291078,3130.7872965784163,2674.477340624095,2674.477340624095,-819.4416366330488,-819.4416366330488,-819.4416366330488,162.18105328765694,162.18105328765694,162.18105328765694,-981.6226899207057,-981.6226899207057,-981.6226899207057,0.0,0.0,0.0,1855.0357039910464
2011-02-26,2679.63995621123,479.9753330455294,2904.727056835355,2679.63995621123,2679.63995621123,-900.8855468029539,-900.8855468029539,-900.8855468029539,61.520386440675296,61.520386440675296,61.520386440675296,-962.4059332436292,-962.4059332436292,-962.4059332436292,0.0,0.0,0.0,1778.7544094082764
2011-02-27,2684.8025717983646,285.67351458659994,2648.2542951438795,2684.8025717983646,2684.8025717983646,-1206.8686223473167,-1206.8686223473167,-1206.8686223473167,-265.40471985832545,-265.40471985832545,-265.40471985832545,-941.4639024889913,-941.4639024889913,-941.4639024889913,0.0,0.0,0.0,1477.933949451048
2011-02-28,2689.9651873854996,354.48757685181926,2933.437845094073,2689.9651873854996,2689.9651873854996,-1069.7949831259,-1069.7949831259,-1069.7949831259,-151.39535679929514,-151.39535679929514,-151.39535679929514,-918.3996263266047,-918.3996263266047,-918.3996263266047,0.0,0.0,0.0,1620.1702042595996
2011-03-01,2695.127802972634,548.0118858386696,3071.2538709033734,2695.127802972634,2695.127802972634,-881.121195729456,-881.121195729456,-881.121195729456,11.704112916653076,11.704112916653076,11.704112916653076,-892.825308646109,-892.825308646109,-892.825308646109,0.0,0.0,0.0,1814.0066072431782
2011-03-02,2700.290418559769,629.0373842822494,3113.526630477777,2700.290418559769,2700.290418559769,-831.2408490934025,-831.2408490934025,-831.2408490934025,33.13835433055911,33.13835433055911,33.13835433055911,-864.3792034239616,-864.3792034239616,-864.3792034239616,0.0,0.0,0.0,1869.0495694663664
2011-03-03,2705.453034146904,696.109415248228,3224.0118452312518,2705.453034146904,2705.453034146904,-684.4859496105942,-684.4859496105942,-684.4859496105942,148.2561696823512,148.2561696823512,148.2561696823512,-832.7421192929454,-832.7421192929454,-832.7421192929454,0.0,0.0,0.0,2020.9670845363098
2011-03-04,2710.615649734039,862.2396367151039,3281.5668989109768,2710.615649734039,2710.615649734039,-635.4719288599606,-635.4719288599606,-635.4719288599606,162.1810532876675,162.1810532876675,162.1810532876675,-797.6529821476281,-797.6529821476281,-797.6529821476281,0.0,0.0,0.0,2075.143720874078
2011-03-05,2715.7782653211734,837.1487583809027,3212.2593272126624,2715.7782653211734,2715.7782653211734,-697.4025253905921,-697.4025253905921,-697.4025253905921,61.520386440498086,61.520386440498086,61.520386440498086,-758.9229118310902,-758.9229118310902,-758.9229118310902,0.0,0.0,0.0,2018.3757399305814
2011-03-06,2720.9408809083084,510.6966570580056,2954.638333824425,2720.9408809083084,2720.9408809083084,-981.8520336677492,-981.8520336677492,-981.8520336677492,-265.4047198583726,-265.4047198583726,-265.4047198583726,-716.4473138093767,-716.4473138093767,-716.4473138093767,0.0,0.0,0.0,1739.088847240559
2011-03-07,2726.1034964954433,637.4472784101904,3091.4172762828193,2726.1034964954433,2726.1034964954433,-821.6109041847781,-821.6109041847781,-821.6109041847781,-151.39535679894297,-151.39535679894297,-151.39535679894297,-670.215547385835,-670.215547385835,-670.215547385835,0.0,0.0,0.0,1904.4925923106653
2011-03-08,2731.266112082578,960.2686355722583,3390.908707355603,2731.266112082578,2731.266112082578,-608.6136935906305,-608.6136935906305,-608.6136935906305,11.704112916803814,11.704112916803814,11.704112916803814,-620.3178065074344,-620.3178065074344,-620.3178065074344,0.0,0.0,0.0,2122.652418491947
2011-03-09,2736.4287276697128,1017.3207845413348,3432.7542087233887,2736.4287276697128,2736.4287276697128,-533.8105809460191,-533.8105809460191,-533.8105809460191,33.13835432991236,33.13835432991236,33.13835432991236,-566.9489352759314,-566.9489352759314,-566.9489352759314,0.0,0.0,0.0,2202.618146723694
2011-03-10,2741.5913432568477,1114.8895540062708,3580.3799988460046,2741.5913432568477,2741.5913432568477,-362.15282556064534,-362.15282556064534,-362.15282556064534,148.25616968248755,148.25616968248755,148.25616968248755,-510.4089952431329,-510.4089952431329,-510.4089952431329,0.0,0.0,0.0,2379.4385176962023
2011-03-11,2746.7539588439827,1271.35867741192,3699.800577144573,2746.7539588439827,2746.7539588439827,-288.91944923336996,-288.91944923336996,-288.91944923336996,162.1810532877106,162.1810532877106,162.1810532877106,-451.10050252108056,-451.10050252108056,-451.10050252108056,0.0,0.0,0.0,2457.8345096106127
2011-03-12,2751.916574431117,1227.9354946536432,3600.2680017716666,2751.916574431117,2751.916574431117,-328.00197013664985,-328.00197013664985,-328.00197013664985,61.520386440262975,61.520386440262975,61.520386440262975,-389.5223565769128,-389.5223565769128,-389.5223565769128,0.0,0.0,0.0,2423.914604294467
2011-03-13,2757.4824824970715,938.2081411760898,3457.2680953777103,2757.4824824970715,2757.4824824970715,-591.6653059992043,-591.6653059992043,-591.6653059992043,-265.40471985860046,-265.40471985860046,-265.40471985860046,-326.2605861406038,-326.2605861406038,-326.2605861406038,0.0,0.0,0.0,2165.817176497867
2011-03-14,2763.0483905630254,1067.149848056211,3565.93550299887,2763.0483905630254,2763.0483905630254,-413.3714945601243,-413.3714945601243,-413.3714945601243,-151.39535679925874,-151.39535679925874,-151.39535679925874,-261.9761377608656,-261.9761377608656,-261.9761377608656,0.0,0.0,0.0,2349.6768960029012
2011-03-15,2768.614298628979,1399.1822790418437,3782.8772321457927,2768.614298628979,2768.614298628979,-185.68591323819427,-185.68591323819427,-185.68591323819427,11.704112916728667,11.704112916728667,11.704112916728667,-197.39002615492294,-197.39002615492294,-197.39002615492294,0.0,0.0,0.0,2582.928385390785
2011-03-16,2774.1802066949335,1521.9211567530847,3939.1238321027495,2774.1802066949335,2774.1802066949335,-100.12789541988315,-100.12789541988315,-100.12789541988315,33.13835433013261,33.13835433013261,33.13835433013261,-133.26624975001576,-133.26624975001576,-133.26624975001576,0.0,0.0,0.0,2674.05231127505
2011-03-17,2779.746114760887,1729.7542116339212,4132.791313975869,2779.746114760887,2779.746114760887,77.86322253526735,77.86322253526735,77.86322253526735,148.25616968262392,148.25616968262392,148.25616968262392,-70.39294714735658,-70.39294714735658,-70.39294714735658,0.0,0.0,0.0,2857.609337296154
2011-03-18,2785.3120228268413,1743.0013952577442,4165.890045570471,2785.3120228268413,2785.3120228268413,152.61872483069286,152.61872483069286,152.61872483069286,162.18105328775368,162.18105328775368,162.18105328775368,-9.562328457060838,-9.562328457060838,-9.562328457060838,0.0,0.0,0.0,2937.930747657534
2011-03-19,2790.8779308927956,1686.7039510558093,4077.3834698455917,2790.8779308927956,2790.8779308927956,109.97042869839936,109.97042869839936,109.97042869839936,61.52038644125013,61.52038644125013,61.52038644125013,48.450042257149235,48.450042257149235,48.450042257149235,0.0,0.0,0.0,2900.848359591195
2011-03-20,2796.443838958749,1478.0333388051715,3893.5282940316383,2796.443838958749,2796.443838958749,-162.4987077901914,-162.4987077901914,-162.4987077901914,-265.40471985822376,-265.40471985822376,-265.40471985822376,102.90601206803235,102.90601206803235,102.90601206803235,0.0,0.0,0.0,2633.9451311685575
2011-03-21,2802.0097470247033,1604.5686898315275,4106.905276598215,2802.0097470247033,2802.0097470247033,1.7296865379229347,1.7296865379229347,1.7296865379229347,-151.3953567991744,-151.3953567991744,-151.3953567991744,153.12504333709734,153.12504333709734,153.12504333709734,0.0,0.0,0.0,2803.7394335626263
2011-03-22,2807.5756550906576,1726.853358707024,4218.579267747334,2807.5756550906576,2807.5756550906576,210.2073724747851,210.2073724747851,210.2073724747851,11.704112916577547,11.704112916577547,11.704112916577547,198.50325955820756,198.50325955820756,198.50325955820756,0.0,0.0,0.0,3017.783027565443
2011-03-23,2813.141563156611,1759.4156419365895,4313.412971636808,2813.141563156611,2813.141563156611,271.6691188596212,271.6691188596212,271.6691188596212,33.138354330076815,33.138354330076815,33.138354330076815,238.53076452954437,238.53076452954437,238.53076452954437,0.0,0.0,0.0,3084.810682016232
2011-03-24,2818.7074712225653,1973.6216390081247,4447.231255162134,2818.7074712225653,2818.7074712225653,421.062882270103,421.062882270103,421.062882270103,148.25616968256472,148.25616968256472,148.25616968256472,272.8067125875383,272.8067125875383,272.8067125875383,0.0,0.0,0.0,3239.770353492668
2011-03-25,2824.2733792885197,2031.9660641740174,4473.243394368885,2824.2733792885197,2824.2733792885197,463.23272272285243,463.23272272285243,463.23272272285243,162.18105328776426,162.18105328776426,162.18105328776426,301.0516694350882,301.0516694350882,301.0516694350882,0.0,0.0,0.0,3287.506102011372
2011-03-26,2829.839287354473,1911.0577974252965,4485.782126246836,2829.839287354473,2829.839287354473,384.63726525588635,384.63726525588635,384.63726525588635,61.52038644101501,61.52038644101501,61.52038644101501,323.1168788148713,323.1168788148713,323.1168788148713,0.0,0.0,0.0,3214.4765526103592
2011-03-27,2835.4051954204274,1611.727051603932,4141.878525411294,2835.4051954204274,2835.4051954204274,73.5854177855886,73.5854177855886,73.5854177855886,-265.40471985845164,-265.40471985845164,-265.40471985845164,338.9901376440402,338.9901376440402,338.9901376440402,0.0,0.0,0.0,2908.990613206016
2011-03-28,2840.9711034863817,1671.2134306211808,4251.247797041004,2840.9711034863817,2840.9711034863817,197.40272188853515,197.40272188853515,197.40272188853515,-151.39535679909017,-151.39535679909017,-151.39535679909017,348.7980786876253,348.7980786876253,348.7980786876253,0.0,0.0,0.0,3038.373825374917
2011-03-29,2846.537011552335,1928.778286171021,4406.6145611117545,2846.537011552335,2846.537011552335,364.508875453788,364.508875453788,364.508875453788,11.704112916426444,11.704112916426444,11.704112916426444,352.8047625373615,352.8047625373615,352.8047625373615,0.0,0.0,0.0,3211.045887006123
2011-03-30,2852.1029196182894,2026.5311202624323,4458.443698896222,2852.1029196182894,2852.1029196182894,384.54494088495085,384.54494088495085,384.54494088495085,33.13835433027773,33.13835433027773,33.13835433027773,351.4065865546731,351.4065865546731,351.4065865546731,0.0,0.0,0.0,3236.6478605032403
2011-03-31,2857.6688276842433,2115.044359737521,4495.11637988117,2857.6688276842433,2857.6688276842433,493.379794082754,493.379794082754,493.379794082754,148.2561696826438,148.2561696826438,148.2561696826438,345.1236244001102,345.1236244001102,345.1236244001102,0.0,0.0,0.0,3351.0486217669973
2011-04-01,2863.234735750197,2162.6811012756375,4551.107287725883,2863.234735750197,2863.234735750197,496.7686659691792,496.7686659691792,496.7686659691792,162.18105328773092,162.18105328773092,162.18105328773092,334.5876126814484,334.5876126814484,334.5876126814484,0.0,0.0,0.0,3360.0034017193766
