ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holiday,holiday_lower,holiday_upper,hum,hum_lower,hum_upper,temp,temp_lower,temp_upper,weekly,weekly_lower,weekly_upper,windspeed,windspeed_lower,windspeed_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-11,2787.0090517323288,-182.06774209526563,1857.4915810589034,2787.0090517323288,2787.0090517323288,-1961.026189513468,-1961.026189513468,-1961.026189513468,-1660.9677559452389,-1660.9677559452389,-1660.9677559452389,12.926871769709454,12.926871769709454,12.926871769709454,-151.0547158957583,-151.0547158957583,-151.0547158957583,-1775.8109516669997,-1775.8109516669997,-1775.8109516669997,21.848000986144534,21.848000986144534,21.848000986144534,252.97103984780964,252.97103984780964,252.97103984780964,-321.90643455437316,-321.90643455437316,-321.90643455437316,0.0,0.0,0.0,825.9828622188609
2011-01-12,2791.026551785562,-502.50588745837877,1478.5531366420098,2791.026551785562,2791.026551785562,-2315.25241721698,-2315.25241721698,-2315.25241721698,-2120.517393008195,-2120.517393008195,-2120.517393008195,12.926871769709454,12.926871769709454,12.926871769709454,23.280357253307425,23.280357253307425,23.280357253307425,-1766.7519246517159,-1766.7519246517159,-1766.7519246517159,21.54555910067003,21.54555910067003,21.54555910067003,-389.9726973794963,-389.9726973794963,-389.9726973794963,-216.28058330945487,-216.28058330945487,-216.28058330945487,0.0,0.0,0.0,475.77413456858176
2011-01-13,2795.0440518387945,-24.626548596225035,2023.3754964562743,2795.0440518387945,2795.0440518387945,-1769.6176174061825,-1769.6176174061825,-1769.6176174061825,-1694.56618922794,-1694.56618922794,-1694.56618922794,12.926871769709454,12.926871769709454,12.926871769709454,512.4997098111512,512.4997098111512,512.4997098111512,-1793.9290056975667,-1793.9290056975667,-1793.9290056975667,43.04877731865203,43.04877731865203,43.04877731865203,-426.06376511123415,-426.06376511123415,-426.06376511123415,-118.1002054968944,-118.1002054968944,-118.1002054968944,0.0,0.0,0.0,1025.426434432612
2011-01-14,2799.061551892027,611.1381272175346,2597.46372936727,2799.061551892027,2799.061551892027,-1201.3233857814841,-1201.3233857814841,-1201.3233857814841,-1269.4818160699842,-1269.4818160699842,-1269.4818160699842,12.926871769709454,12.926871769709454,12.926871769709454,293.56729236813794,293.56729236813794,293.56729236813794,-1830.1651137587016,-1830.1651137587016,-1830.1651137587016,96.93370868591256,96.93370868591256,96.93370868591256,254.18913355087008,254.18913355087008,254.18913355087008,-28.775278397412574,-28.775278397412574,-28.775278397412574,0.0,0.0,0.0,1597.738166110543
2011-01-15,2803.0790519452607,1093.9769480775303,3079.0960955844344,2803.0790519452607,2803.0790519452607,-701.0251942082942,-701.0251942082942,-701.0251942082942,-861.1901463964886,-861.1901463964886,-861.1901463964886,12.926871769709454,12.926871769709454,12.926871769709454,420.60215187210855,420.60215187210855,420.60215187210855,-1422.508898070938,-1422.508898070938,-1422.508898070938,109.65119911603972,109.65119911603972,109.65119911603972,127.78972803263143,127.78972803263143,127.78972803263143,50.51375307215474,50.51375307215474,50.51375307215474,0.0,0.0,0.0,2102.0538577369666
2011-01-16,2807.0965519984934,760.2706344030576,2783.257999831521,2807.0965519984934,2807.0965519984934,-1046.8802325548063,-1046.8802325548063,-1046.8802325548063,-939.5832105279363,-939.5832105279363,-939.5832105279363,12.926871769709454,12.926871769709454,12.926871769709454,469.25380019277833,469.25380019277833,469.25380019277833,-1431.5679250862213,-1431.5679250862213,-1431.5679250862213,-226.13380646329804,-226.13380646329804,-226.13380646329804,9.80404259579698,9.80404259579698,9.80404259579698,118.83678443642808,118.83678443642808,118.83678443642808,0.0,0.0,0.0,1760.216319443687
2011-01-17,2811.1140520517265,124.27732044485775,2162.0405559258265,2811.1140520517265,2811.1140520517265,-1745.1935751460053,-1745.1935751460053,-1745.1935751460053,-1853.828360046668,-1853.828360046668,-1853.828360046668,-401.8866530700602,-401.8866530700602,-401.8866530700602,294.9187270437124,294.9187270437124,294.9187270437124,-1735.0453300982235,-1735.0453300982235,-1735.0453300982235,-66.89343874375079,-66.89343874375079,-66.89343874375079,-11.8151039220968,-11.8151039220968,-11.8151039220968,175.52822364441374,175.52822364441374,175.52822364441374,0.0,0.0,0.0,1065.9204769057212
2011-01-18,2815.131552104959,-800.3984655646274,1225.0924039994366,2815.131552104959,2815.131552104959,-2631.636428317062,-2631.636428317062,-2631.636428317062,-2873.678719635391,-2873.678719635391,-2873.678719635391,-369.97792039007805,-369.97792039007805,-369.97792039007805,-753.7945812018312,-753.7945812018312,-753.7945812018312,-1612.7484653918941,-1612.7484653918941,-1612.7484653918941,21.84800098628559,21.84800098628559,21.84800098628559,-137.1577526515877,-137.1577526515877,-137.1577526515877,220.1942903320437,220.1942903320437,220.1942903320437,0.0,0.0,0.0,183.49512378789723
2011-01-19,2819.149052158192,577.845884921749,2542.315312390473,2819.149052158192,2819.149052158192,-1280.0541935663032,-1280.0541935663032,-1280.0541935663032,-1554.3131453678186,-1554.3131453678186,-1554.3131453678186,12.926871769709454,12.926871769709454,12.926871769709454,-392.9615228235322,-392.9615228235322,-392.9615228235322,-1119.0314930589357,-1119.0314930589357,-1119.0314930589357,21.54555910110535,21.54555910110535,21.54555910110535,-55.24700125505995,-55.24700125505995,-55.24700125505995,252.71339270040997,252.71339270040997,252.71339270040997,0.0,0.0,0.0,1539.0948585918886
2011-01-20,2823.166552211425,1071.4326842084308,3168.059502832637,2823.166552211425,2823.166552211425,-666.2078799343516,-666.2078799343516,-666.2078799343516,-982.4863754893021,-982.4863754893021,-982.4863754893021,12.926871769709454,12.926871769709454,12.926871769709454,292.215857692564,292.215857692564,292.215857692564,-1268.5054388111162,-1268.5054388111162,-1268.5054388111162,43.04877731821424,43.04877731821424,43.04877731821424,-19.123666140459495,-19.123666140459495,-19.123666140459495,273.2297182367362,273.2297182367362,273.2297182367362,0.0,0.0,0.0,2156.958672277073
2011-01-21,2827.1840522646576,410.9725020443533,2381.8406148358326,2827.1840522646576,2827.1840522646576,-1406.5877372897176,-1406.5877372897176,-1406.5877372897176,-1785.6618001601298,-1785.6618001601298,-1785.6618001601298,12.926871769709454,12.926871769709454,12.926871769709454,555.745619429524,555.745619429524,555.745619429524,-1725.9863030829397,-1725.9863030829397,-1725.9863030829397,96.93370868589643,96.93370868589643,96.93370868589643,-628.3479882764236,-628.3479882764236,-628.3479882764236,282.1403541845159,282.1403541845159,282.1403541845159,0.0,0.0,0.0,1420.59631497494
2011-01-22,2831.2015523178907,679.4636137711549,2647.9723703143563,2831.2015523178907,2831.2015523178907,-1183.6411884630356,-1183.6411884630356,-1183.6411884630356,-1573.3688097998804,-1573.3688097998804,-1573.3688097998804,12.926871769709454,12.926871769709454,12.926871769709454,732.7835619297382,732.7835619297382,732.7835619297382,-2378.236248183362,-2378.236248183362,-2378.236248183362,109.65119911589639,109.65119911589639,109.65119911589639,59.15700468403394,59.15700468403394,59.15700468403394,280.07642222094836,280.07642222094836,280.07642222094836,0.0,0.0,0.0,1647.560363854855
2011-01-23,2835.219052371124,135.81303804330003,2107.4218964899305,2835.219052371124,2835.219052371124,-1720.4120338458831,-1720.4120338458831,-1720.4120338458831,-1762.1570920540566,-1762.1570920540566,-1762.1570920540566,12.926871769709454,12.926871769709454,12.926871769709454,601.0186810612581,601.0186810612581,601.0186810612581,-2181.202410600942,-2181.202410600942,-2181.202410600942,-226.13380646328682,-226.13380646328682,-226.13380646328682,-194.90023428408193,-194.90023428408193,-194.90023428408193,267.8788646714605,267.8788646714605,267.8788646714605,0.0,0.0,0.0,1114.8070185252407
2011-01-24,2839.2365524243564,388.61486147906135,2421.5490415689337,2839.2365524243564,2839.2365524243564,-1417.0284461142653,-1417.0284461142653,-1417.0284461142653,-1596.7046600571177,-1596.7046600571177,-1596.7046600571177,12.926871769709454,12.926871769709454,12.926871769709454,448.9822800591659,448.9822800591659,448.9822800591659,-2174.4081403394794,-2174.4081403394794,-2174.4081403394794,-66.89343874468713,-66.89343874468713,-66.89343874468713,115.79432845348653,115.79432845348653,115.79432845348653,246.56965268753962,246.56965268753962,246.56965268753962,0.0,0.0,0.0,1422.2081063100911
2011-01-25,2843.254053275522,880.0291618980752,2873.5564840921506,2843.254053275522,2843.254053275522,-985.3626211712512,-985.3626211712512,-985.3626211712512,-1224.5299188229594,-1224.5299188229594,-1224.5299188229594,12.926871769709454,12.926871769709454,12.926871769709454,23.95607459109461,23.95607459109461,23.95607459109461,-1492.7163574393855,-1492.7163574393855,-1492.7163574393855,21.848000985895116,21.848000985895116,21.848000985895116,231.30349225562205,231.30349225562205,231.30349225562205,217.31929666581303,217.31929666581303,217.31929666581303,0.0,0.0,0.0,1857.8914321042707
2011-01-26,2847.271554126688,-680.1672996563644,1347.5825026975504,2847.271554126688,2847.271554126688,-2477.840877334514,-2477.840877334514,-2477.840877334514,-2680.798059413059,-2680.798059413059,-2680.798059413059,12.926871769709454,12.926871769709454,12.926871769709454,-743.3944100028474,-743.3944100028474,-743.3944100028474,-1531.6110929941365,-1531.6110929941365,-1531.6110929941365,21.54555910094934,21.54555910094934,21.54555910094934,-418.7194281857848,-418.7194281857848,-418.7194281857848,181.41162297759544,181.41162297759544,181.41162297759544,0.0,0.0,0.0,369.4306767921739
2011-01-27,2851.289054977853,195.06174829116483,2168.4302874375294,2851.289054977853,2851.289054977853,-1633.7513204751735,-1633.7513204751735,-1633.7513204751735,-1817.0069345792585,-1817.0069345792585,-1817.0069345792585,12.926871769709454,12.926871769709454,12.926871769709454,-197.94362333524435,-197.94362333524435,-197.94362333524435,-1567.0594595756813,-1567.0594595756813,-1567.0594595756813,43.04877731798187,43.04877731798187,43.04877731798187,-64.93072343804245,-64.93072343804245,-64.93072343804245,140.20683678610317,140.20683678610317,140.20683678610317,0.0,0.0,0.0,1217.5377345026795
2011-01-28,2855.3065558290186,208.70990951680398,2191.332471808898,2855.3065558290186,2855.3065558290186,-1649.3161795583746,-1649.3161795583746,-1649.3161795583746,-1841.353805361643,-1841.353805361643,-1841.353805361643,12.926871769709454,12.926871769709454,12.926871769709454,-531.483577069883,-531.483577069883,-531.483577069883,-1587.8361410998643,-1587.8361410998643,-1587.8361410998643,96.93370868616309,96.93370868616309,96.93370868616309,265.0390410383952,265.0390410383952,265.0390410383952,95.10391711710531,95.10391711710531,95.10391711710531,0.0,0.0,0.0,1205.990376270644
2011-01-29,2859.3240566801846,473.26338098750597,2459.6461506459923,2859.3240566801846,2859.3240566801846,-1357.4299505622182,-1357.4299505622182,-1357.4299505622182,-1514.5845367282477,-1514.5845367282477,-1514.5845367282477,12.926871769709454,12.926871769709454,12.926871769709454,-77.40152607696695,-77.40152607696695,-77.40152607696695,-1630.8665194224618,-1630.8665194224618,-1630.8665194224618,109.65119911575304,109.65119911575304,109.65119911575304,180.75663700147146,180.75663700147146,180.75663700147146,47.503387050276515,47.503387050276515,47.503387050276515,0.0,0.0,0.0,1501.8941061179664
2011-01-30,2863.3415575313497,295.9508102061451,2240.850120784753,2863.3415575313497,2863.3415575313497,-1603.4363967882055,-1603.4363967882055,-1603.4363967882055,-1376.074059689413,-1376.074059689413,-1376.074059689413,12.926871769709454,12.926871769709454,12.926871769709454,-322.6869196936761,-322.6869196936761,-322.6869196936761,-1531.217222254341,-1531.217222254341,-1531.217222254341,-226.13380646319496,-226.13380646319496,-226.13380646319496,464.90321048889496,464.90321048889496,464.90321048889496,-1.2285306355977126,-1.2285306355977126,-1.2285306355977126,0.0,0.0,0.0,1259.9051607431443
2011-01-31,2867.3590583825153,157.30547454024804,2128.9967694354564,2867.3590583825153,2867.3590583825153,-1716.9757422550158,-1716.9757422550158,-1716.9757422550158,-1600.2888810129275,-1600.2888810129275,-1600.2888810129275,12.926871769709454,12.926871769709454,12.926871769709454,80.04061362742176,80.04061362742176,80.04061362742176,-1707.8682490523724,-1707.8682490523724,-1707.8682490523724,-66.89343874435056,-66.89343874435056,-66.89343874435056,14.611882642313695,14.611882642313695,14.611882642313695,-49.79342249773749,-49.79342249773749,-49.79342249773749,0.0,0.0,0.0,1150.3833161274995
2011-02-01,2871.3765592336813,47.73965937588382,2056.245548871843,2871.3765592336813,2871.3765592336813,-1825.7552222936451,-1825.7552222936451,-1825.7552222936451,-1750.6122286713596,-1750.6122286713596,-1750.6122286713596,12.926871769709454,12.926871769709454,12.926871769709454,-649.7341111826213,-649.7341111826213,-649.7341111826213,-1655.7788437144914,-1655.7788437144914,-1655.7788437144914,21.848000986036173,21.848000986036173,21.848000986036173,541.9738544560437,541.9738544560437,541.9738544560437,-96.99099460832181,-96.99099460832181,-96.99099460832181,0.0,0.0,0.0,1045.6213369400361
2011-02-02,2875.3940600848464,-274.5978014804967,1744.6100029528263,2875.3940600848464,2875.3940600848464,-2145.578415772153,-2145.578415772153,-2145.578415772153,-2025.3785451333417,-2025.3785451333417,-2025.3785451333417,12.926871769709454,12.926871769709454,12.926871769709454,-476.7504727091296,-476.7504727091296,-476.7504727091296,-1277.5644658263993,-1277.5644658263993,-1277.5644658263993,21.545559100793312,21.545559100793312,21.545559100793312,-283.9904783675223,-283.9904783675223,-283.9904783675223,-141.7454297396048,-141.7454297396048,-141.7454297396048,0.0,0.0,0.0,729.8156443126932
2011-02-03,2879.4115609360124,310.13388955936296,2339.6580412672783,2879.4115609360124,2879.4115609360124,-1526.824528676772,-1526.824528676772,-1526.824528676772,-1386.7461395278713,-1386.7461395278713,-1386.7461395278713,12.926871769709454,12.926871769709454,12.926871769709454,614.5330278169997,614.5330278169997,614.5330278169997,-1678.4264112527003,-1678.4264112527003,-1678.4264112527003,43.048777318736406,43.048777318736406,43.048777318736406,-335.7796278618802,-335.7796278618802,-335.7796278618802,-183.12716646763667,-183.12716646763667,-183.12716646763667,0.0,0.0,0.0,1352.5870322592405
2011-02-04,2883.429061787178,669.1091678505873,2593.228425662104,2883.429061787178,2883.429061787178,-1289.0137948798983,-1289.0137948798983,-1289.0137948798983,-1165.5778837191974,-1165.5778837191974,-1165.5778837191974,12.926871769709454,12.926871769709454,12.926871769709454,134.0980006503881,134.0980006503881,134.0980006503881,-1558.3943033001922,-1558.3943033001922,-1558.3943033001922,96.93370868573132,96.93370868573132,96.93370868573132,245.7915471608971,245.7915471608971,245.7915471608971,-220.3696198464324,-220.3696198464324,-220.3696198464324,0.0,0.0,0.0,1594.4152669072796
2011-02-05,2887.446562638343,-551.1855230003135,1458.8413164345486,2887.446562638343,2887.446562638343,-2412.5194877206036,-2412.5194877206036,-2412.5194877206036,-2269.2901674551754,-2269.2901674551754,-2269.2901674551754,12.926871769709454,12.926871769709454,12.926871769709454,-975.4298679959927,-975.4298679959927,-975.4298679959927,-1422.508898070938,-1422.508898070938,-1422.508898070938,109.65119911596258,109.65119911596258,109.65119911596258,115.72172684204591,115.72172684204591,115.72172684204591,-252.8805193813908,-252.8805193813908,-252.8805193813908,0.0,0.0,0.0,474.92707491773945
2011-02-06,2891.464063489509,688.8878204968739,2683.8754090817633,2891.464063489509,2891.464063489509,-1245.319306442561,-1245.319306442561,-1245.319306442561,-738.937797174064,-738.937797174064,-738.937797174064,12.926871769709454,12.926871769709454,12.926871769709454,194.9125610512248,194.9125610512248,194.9125610512248,-1137.1495470895031,-1137.1495470895031,-1137.1495470895031,-226.1338064632645,-226.1338064632645,-226.1338064632645,190.37231709450487,190.37231709450487,190.37231709450487,-280.24770280523234,-280.24770280523234,-280.24770280523234,0.0,0.0,0.0,1646.1447570469481
2011-02-07,2895.4815643406746,558.8857073888839,2554.7293045231063,2895.4815643406746,2895.4815643406746,-1363.2208644432537,-1363.2208644432537,-1363.2208644432537,-994.0880568673655,-994.0880568673655,-994.0880568673655,12.926871769709454,12.926871769709454,12.926871769709454,-356.4727865830298,-356.4727865830298,-356.4727865830298,-1214.151276719414,-1214.151276719414,-1214.151276719414,-66.89343874427168,-66.89343874427168,-66.89343874427168,563.6091346653687,563.6091346653687,563.6091346653687,-302.2393688316165,-302.2393688316165,-302.2393688316165,0.0,0.0,0.0,1532.2606998974209
2011-02-08,2899.4990651918397,-196.79990104775854,1778.105256692879,2899.4990651918397,2899.4990651918397,-2142.975792786244,-2142.975792786244,-2142.975792786244,-1846.0248399154834,-1846.0248399154834,-1846.0248399154834,12.926871769709454,12.926871769709454,12.926871769709454,293.56729236813794,293.56729236813794,293.56729236813794,-1490.4516006855652,-1490.4516006855652,-1490.4516006855652,21.848000985793718,21.848000985793718,21.848000985793718,-662.0674033677656,-662.0674033677656,-662.0674033677656,-318.79895385655436,-318.79895385655436,-318.79895385655436,0.0,0.0,0.0,756.5232724055959
2011-02-09,2903.5165660430057,48.79065919434491,2088.7057264048317,2903.5165660430057,2903.5165660430057,-1811.7139732468788,-1811.7139732468788,-1811.7139732468788,-1503.2245805231216,-1503.2245805231216,-1503.2245805231216,12.926871769709454,12.926871769709454,12.926871769709454,439.52223733014677,439.52223733014677,439.52223733014677,-1975.1095460032395,-1975.1095460032395,-1975.1095460032395,21.545559100637302,21.545559100637302,21.545559100637302,19.43585638026167,19.43585638026167,19.43585638026167,-330.03495182439457,-330.03495182439457,-330.03495182439457,0.0,0.0,0.0,1091.8025927961269
2011-02-10,2907.5340668941712,169.67689473398895,2206.982249847843,2907.5340668941712,2907.5340668941712,-1715.6014847126512,-1715.6014847126512,-1715.6014847126512,-1422.4441232435202,-1422.4441232435202,-1422.4441232435202,12.926871769709454,12.926871769709454,12.926871769709454,584.8014649543682,584.8014649543682,584.8014649543682,-1907.1668433886125,-1907.1668433886125,-1907.1668433886125,43.04877731869606,43.04877731869606,43.04877731869606,-113.00561657898531,-113.00561657898531,-113.00561657898531,-336.206138787827,-336.206138787827,-336.206138787827,0.0,0.0,0.0,1191.93258218152
2011-02-11,2911.5515677453363,756.4501004471645,2653.2321669607563,2911.5515677453363,2911.5515677453363,-1235.823241992185,-1235.823241992185,-1235.823241992185,-995.0541606116341,-995.0541606116341,-995.0541606116341,12.926871769709454,12.926871769709454,12.926871769709454,374.6533729025873,374.6533729025873,374.6533729025873,-1707.8682490523724,-1707.8682490523724,-1707.8682490523724,96.93370868599797,96.93370868599797,96.93370868599797,325.2338437684416,325.2338437684416,325.2338437684416,-337.7027900665491,-337.7027900665491,-337.7027900665491,0.0,0.0,0.0,1675.7283257531512
2011-02-12,2915.5690685965023,372.871460831669,2499.4881457422302,2915.5690685965023,2915.5690685965023,-1468.5624229053733,-1468.5624229053733,-1468.5624229053733,-1243.1890371598995,-1243.1890371598995,-1243.1890371598995,12.926871769709454,12.926871769709454,12.926871769709454,273.2957722345257,273.2957722345257,273.2957722345257,-1481.392573670281,-1481.392573670281,-1481.392573670281,109.65119911581924,109.65119911581924,109.65119911581924,-48.019107493853554,-48.019107493853554,-48.019107493853554,-335.0245848612929,-335.0245848612929,-335.0245848612929,0.0,0.0,0.0,1447.006645691129
2011-02-13,2919.586569447668,594.7723105554054,2641.7953680207015,2919.586569447668,2919.586569447668,-1268.1016711611871,-1268.1016711611871,-1268.1016711611871,-713.2118868951698,-713.2118868951698,-713.2118868951698,12.926871769709454,12.926871769709454,12.926871769709454,523.3111872157444,523.3111872157444,523.3111872157444,-996.7346283526066,-996.7346283526066,-996.7346283526066,-226.13380646333408,-226.13380646333408,-226.13380646333408,-252.71531752801704,-252.71531752801704,-252.71531752801704,-328.7559778026832,-328.7559778026832,-328.7559778026832,0.0,0.0,0.0,1651.4848982864808
2011-02-14,2923.604070298833,1029.8271129837283,3000.6393440711813,2923.604070298833,2923.604070298833,-868.0488955151029,-868.0488955151029,-868.0488955151029,-481.6155797584698,-481.6155797584698,-481.6155797584698,12.926871769709454,12.926871769709454,12.926871769709454,819.2753811664842,819.2753811664842,819.2753811664842,-435.0749534050209,-435.0749534050209,-435.0749534050209,-66.89343874419275,-66.89343874419275,-66.89343874419275,-878.7428792896425,-878.7428792896425,-878.7428792896425,-319.5398770124404,-319.5398770124404,-319.5398770124404,0.0,0.0,0.0,2055.55517478373
2011-02-15,2927.621571149999,989.5456281652374,2998.5736398376403,2927.621571149999,2927.621571149999,-952.2315476495519,-952.2315476495519,-952.2315476495519,-666.0290462864542,-666.0290462864542,-666.0290462864542,12.926871769709454,12.926871769709454,12.926871769709454,1008.4762357468657,1008.4762357468657,1008.4762357468657,-1248.1226280267274,-1248.1226280267274,-1248.1226280267274,21.848000986170266,21.848000986170266,21.848000986170266,-439.3095257763019,-439.3095257763019,-439.3095257763019,-308.0505023492679,-308.0505023492679,-308.0505023492679,0.0,0.0,0.0,1975.3900235004471
2011-02-16,2931.6390720011645,1120.1279794141142,3192.866238568836,2931.6390720011645,2931.6390720011645,-805.4654773293647,-805.4654773293647,-805.4654773293647,-532.0447315147071,-532.0447315147071,-532.0447315147071,12.926871769709454,12.926871769709454,12.926871769709454,660.4818067865209,660.4818067865209,660.4818067865209,-987.675601337323,-987.675601337323,-987.675601337323,21.54555910107263,21.54555910107263,21.54555910107263,-217.7778087336145,-217.7778087336145,-217.7778087336145,-294.9663049157303,-294.9663049157303,-294.9663049157303,0.0,0.0,0.0,2126.1735946718
